Issuance Date,Sustainable Development Goals,Credit Type,Vintage Start,Vintage End,Reporting Period Start,Reporting Period End,ID,Name,Region,Country,Project Type,Methodology,Vintage Quantity,Quantity,Serial Number,Additional Certifications,Is Cancelled,Retirement/Cancellation Date,Retirement Beneficiary,Retirement Reason,Retirement Details,Input Type,Holding ID,Vintage,Issuance Year,Days to Retirement,Staleness,Status,Toucan,Toucan Bridger,Toucan Blacklisted,Country Code,Vintaged Batch Years,has_ac,technology,category
2022-02-25,,VCU,2008-01-01,2008-12-31,2008-01-01,2008-12-31,309,"Bundled grid-connected wind electricity generation project identified as Bundle E3 in Maharashtra and Gujarat, India",Asia,India,Energy industries (renewable/non-renewable sources),AMS-I.D.,12081,10541,12593-420065254-420075794-VCS-VCU-337-VER-IN-1-309-01012008-31122008-0,,True,2022-03-05,0xF36729fBfcdE9A65386eb236460d8A8CfceD2156,Other,TOUCAN-1.0-137-0x48f994b7adb952fe4cce741a3829d22cba537d0523ec90732f1c59204d121aa4-1109,,162706,2008,2022,8.0,,Retired,True,https://polygonscan.com/address/0xF36729fBfcdE9A65386eb236460d8A8CfceD2156,False,IND,1.0,False,WIND,RE
2022-02-25,,VCU,2009-01-01,2009-09-01,2009-01-01,2009-09-01,309,"Bundled grid-connected wind electricity generation project identified as Bundle E3 in Maharashtra and Gujarat, India",Asia,India,Energy industries (renewable/non-renewable sources),AMS-I.D.,10942,9548,12594-420075795-420085342-VCS-VCU-337-VER-IN-1-309-01012009-01092009-0,,True,2022-03-05,0xF36729fBfcdE9A65386eb236460d8A8CfceD2156,Other,TOUCAN-1.0-137-0xb2e47e0cf9eb64d815de50b926e5db7cbd52805e06ae4983853d8d5726de2d57-1110,,162707,2009,2022,8.0,,Retired,True,https://polygonscan.com/address/0xF36729fBfcdE9A65386eb236460d8A8CfceD2156,False,IND,0.6657534246575343,False,WIND,RE
2022-02-10,,VCU,2011-07-01,2011-12-31,2011-07-01,2011-12-31,584,2.5 MW Rice husk based cogeneration plant at Hanuman Agro Industries Limited,Asia,India,Energy industries (renewable/non-renewable sources),AMS-I.C.,8744,8744,12423-410321701-410330444-VCS-VCU-208-VER-IN-1-584-01072011-31122011-0,,True,2022-03-05,0xF36729fBfcdE9A65386eb236460d8A8CfceD2156,Other,TOUCAN-1.0-137-0xa611dbeb8d8accee0f090fdce1bf4ff993804764594023e4e671dc47856a01fa-1112,,160949,2011,2022,23.0,,Retired,True,https://polygonscan.com/address/0xF36729fBfcdE9A65386eb236460d8A8CfceD2156,False,IND,0.5013698630136987,False,BIOMASS,EE
2022-01-31,,VCU,2009-01-01,2009-12-31,2009-01-01,2009-12-31,1094,Ecomapua Amazon REDD Project,Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0015,151888,870,12371-407184612-407185481-VCS-VCU-290-VER-BR-14-1094-01012009-31122009-1,Social Carbon,True,2022-02-24,0xD659a73BdBC46b479c6FA38960Fd8dB627a4455B,Other,TOUCAN-1.0-137-0xc0cfbb68fdac8fe63c04d403d1438d373fb172dea3bdbfcce36aea3f43254ff7-1087,,162354,2009,2022,24.0,,Retired,True,https://polygonscan.com/address/0xD659a73BdBC46b479c6FA38960Fd8dB627a4455B,False,BRA,0.9972602739726028,True,REDD+,REDD+
2020-12-03,,VCU,2009-01-01,2009-12-31,2009-01-01,2009-12-31,1094,Ecomapua Amazon REDD Project,Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0015,151888,10,9131-70068925-70068934-VCS-VCU-290-VER-BR-14-1094-01012009-31122009-1,Social Carbon,True,2022-01-04,0xD659a73BdBC46b479c6FA38960Fd8dB627a4455B,Other,TOUCAN-1.0-137-0xd26ed104e3eb93de7f80be745c10683aa2b582cbf5d13220165b9e60a9e9e743-884,,122625,2009,2020,397.0,,Retired,True,https://polygonscan.com/address/0xD659a73BdBC46b479c6FA38960Fd8dB627a4455B,False,BRA,0.9972602739726028,True,REDD+,REDD+
2021-12-28,,VCU,2020-06-15,2021-06-14,2020-06-15,2021-06-14,1764,"Reforestation and Restoration of degraded mangrove lands, sustainable livelihood and community development in Myanmar",Asia,Myanmar,Agriculture Forestry and Other Land Use,AR-AM0014,54137,355,12100-386867912-386868266-VCS-VCU-262-VER-MM-14-1764-15062020-14062021-0,,True,2022-04-20,0xC3b6B7bcAD0B55A5635D77235fB4B29970d4bEfd,Other,TOUCAN-1.0-137-0x3dc43effac78f8ca4e24313ce8fdd0d33e7308814df47707ad217edf3bad71b3-1162,,161553,2020,2021,113.0,,Retired,True,https://polygonscan.com/address/0xC3b6B7bcAD0B55A5635D77235fB4B29970d4bEfd,False,MMR,0.9972602739726028,False,MANGROVE,BLUE CARBON
2021-12-28,,VCU,2020-06-15,2021-06-14,2020-06-15,2021-06-14,1764,"Reforestation and Restoration of degraded mangrove lands, sustainable livelihood and community development in Myanmar",Asia,Myanmar,Agriculture Forestry and Other Land Use,AR-AM0014,54137,466,12100-386855404-386855869-VCS-VCU-262-VER-MM-14-1764-15062020-14062021-0,,True,2022-04-20,0xC3b6B7bcAD0B55A5635D77235fB4B29970d4bEfd,Other,TOUCAN-1.0-137-0xd6cdf6d93102ac8ca2a0c454ecaeebedfb0b66fc00c3d04bd741f49888aeb167-1163,,166296,2020,2021,113.0,,Retired,True,https://polygonscan.com/address/0xC3b6B7bcAD0B55A5635D77235fB4B29970d4bEfd,False,MMR,0.9972602739726028,False,MANGROVE,BLUE CARBON
2021-12-28,,VCU,2020-06-15,2021-06-14,2020-06-15,2021-06-14,1764,"Reforestation and Restoration of degraded mangrove lands, sustainable livelihood and community development in Myanmar",Asia,Myanmar,Agriculture Forestry and Other Land Use,AR-AM0014,54137,3379,12100-386868267-386871645-VCS-VCU-262-VER-MM-14-1764-15062020-14062021-0,,True,2022-04-20,0xC3b6B7bcAD0B55A5635D77235fB4B29970d4bEfd,Other,TOUCAN-1.0-137-0xd6cdf6d93102ac8ca2a0c454ecaeebedfb0b66fc00c3d04bd741f49888aeb167-1163,,166860,2020,2021,113.0,,Retired,True,https://polygonscan.com/address/0xC3b6B7bcAD0B55A5635D77235fB4B29970d4bEfd,False,MMR,0.9972602739726028,False,MANGROVE,BLUE CARBON
2021-12-24,,VCU,2011-01-01,2011-12-31,2011-01-01,2011-12-31,191,4×50 MW Dayingjiang- 3 Hydropower Project Phases 1&2,Asia,China,Energy industries (renewable/non-renewable sources),ACM0002,868628,6286,12077-381264194-381270479-VCS-VCU-304-VER-CN-1-191-01012011-31122011-0,,True,2022-04-19,0x5216D8d7278f8978fDb0D66f4Fe8F0C2f516B8d6,Other,TOUCAN-1.0-137-0x6c98299cb1602af28785a0237e7a4ee0bb06d19939e76016f3021c0de1170142-1159,,156094,2011,2021,116.0,,Retired,True,https://polygonscan.com/address/0x5216D8d7278f8978fDb0D66f4Fe8F0C2f516B8d6,False,CHN,0.9972602739726028,False,HYDRO,HYDRO
2021-12-24,,VCU,2011-01-01,2011-12-31,2011-01-01,2011-12-31,191,4×50 MW Dayingjiang- 3 Hydropower Project Phases 1&2,Asia,China,Energy industries (renewable/non-renewable sources),ACM0002,868628,59971,12077-381910480-381970450-VCS-VCU-304-VER-CN-1-191-01012011-31122011-0,,True,2022-03-29,0xCF237f7E640e32470587fF8e5918EAD1840c6E5A,Other,TOUCAN-1.0-137-0xf2b78ff5d6c756111cf6a186eb46db74a0b74c89bed25cd51019eed153c50f24-1138,,156132,2011,2021,95.0,,Retired,True,https://polygonscan.com/address/0xCF237f7E640e32470587fF8e5918EAD1840c6E5A,False,CHN,0.9972602739726028,False,HYDRO,HYDRO
2021-12-24,,VCU,2011-01-01,2011-12-31,2011-01-01,2011-12-31,191,4×50 MW Dayingjiang- 3 Hydropower Project Phases 1&2,Asia,China,Energy industries (renewable/non-renewable sources),ACM0002,868628,61472,12077-381970451-382031922-VCS-VCU-304-VER-CN-1-191-01012011-31122011-0,,True,2022-03-30,0xcf237f7e640e32470587ff8e5918ead1840c6e5a,Other,TOUCAN-1.0-137-0xe65a0d1d9127a9b4087615167872013324501b7a9b47238f300a886c2f508d0d-1140,,165501,2011,2021,96.0,,Retired,True,https://polygonscan.com/address/0xcf237f7e640e32470587ff8e5918ead1840c6e5a,False,CHN,0.9972602739726028,False,HYDRO,HYDRO
2021-12-24,,VCU,2011-01-01,2011-12-31,2011-01-01,2011-12-31,191,4×50 MW Dayingjiang- 3 Hydropower Project Phases 1&2,Asia,China,Energy industries (renewable/non-renewable sources),ACM0002,868628,65971,12077-382031923-382097893-VCS-VCU-304-VER-CN-1-191-01012011-31122011-0,,True,2022-03-31,0xCF237f7E640e32470587fF8e5918EAD1840c6E5A,Other,TOUCAN-1.0-137-0x28e479c7a28fcea317fa2d49d6f24f47373c3c1e2186a7d210d454f591402072-1141,,165658,2011,2021,97.0,,Retired,True,https://polygonscan.com/address/0xCF237f7E640e32470587fF8e5918EAD1840c6E5A,False,CHN,0.9972602739726028,False,HYDRO,HYDRO
2021-12-24,,VCU,2011-01-01,2011-12-31,2011-01-01,2011-12-31,191,4×50 MW Dayingjiang- 3 Hydropower Project Phases 1&2,Asia,China,Energy industries (renewable/non-renewable sources),ACM0002,868628,24029,12077-382097894-382121922-VCS-VCU-304-VER-CN-1-191-01012011-31122011-0,,True,2022-04-01,0xcf237f7e640e32470587ff8e5918ead1840c6e5a,Other,TOUCAN-1.0-137-0xef3db799724baf9c3c37ba19bd488a3b7aa4b3f0d7689f6966056b83d9a923cc-1143,,165728,2011,2021,98.0,,Retired,True,https://polygonscan.com/address/0xcf237f7e640e32470587ff8e5918ead1840c6e5a,False,CHN,0.9972602739726028,False,HYDRO,HYDRO
2021-12-24,,VCU,2011-01-01,2011-12-31,2011-01-01,2011-12-31,191,4×50 MW Dayingjiang- 3 Hydropower Project Phases 1&2,Asia,China,Energy industries (renewable/non-renewable sources),ACM0002,868628,6197,12077-381270480-381276676-VCS-VCU-304-VER-CN-1-191-01012011-31122011-0,,True,2022-04-19,0x5216D8d7278f8978fDb0D66f4Fe8F0C2f516B8d6,Other,TOUCAN-1.0-137-0x3be502315d99def9e878c8044fbd6b58373667e6a1b647568ca65e7c8c79245e-1161,,166747,2011,2021,116.0,,Retired,True,https://polygonscan.com/address/0x5216D8d7278f8978fDb0D66f4Fe8F0C2f516B8d6,False,CHN,0.9972602739726028,False,HYDRO,HYDRO
2021-12-24,,VCU,2011-01-01,2011-12-31,2011-01-01,2011-12-31,191,4×50 MW Dayingjiang- 3 Hydropower Project Phases 1&2,Asia,China,Energy industries (renewable/non-renewable sources),ACM0002,868628,7932,12077-381276677-381284608-VCS-VCU-304-VER-CN-1-191-01012011-31122011-0,,True,2022-04-20,0x5216D8d7278f8978fDb0D66f4Fe8F0C2f516B8d6,Other,TOUCAN-1.0-137-0x401b1957834f682f498dc719bdb367efd3a3d28497d628bdc817edad33506b3e-1164,,166788,2011,2021,117.0,,Retired,True,https://polygonscan.com/address/0x5216D8d7278f8978fDb0D66f4Fe8F0C2f516B8d6,False,CHN,0.9972602739726028,False,HYDRO,HYDRO
2021-12-24,,VCU,2011-01-01,2011-12-31,2011-01-01,2011-12-31,191,4×50 MW Dayingjiang- 3 Hydropower Project Phases 1&2,Asia,China,Energy industries (renewable/non-renewable sources),ACM0002,868628,6498,12077-381284609-381291106-VCS-VCU-304-VER-CN-1-191-01012011-31122011-0,,True,2022-04-21,0x5216D8d7278f8978fDb0D66f4Fe8F0C2f516B8d6,Other,TOUCAN-1.0-137-0x4d22e293557c33f923bc90a4f73e50752e7947493999e85a49a5af1735a04c70-1165,,166882,2011,2021,118.0,,Retired,True,https://polygonscan.com/address/0x5216D8d7278f8978fDb0D66f4Fe8F0C2f516B8d6,False,CHN,0.9972602739726028,False,HYDRO,HYDRO
2021-12-24,,VCU,2011-01-01,2011-12-31,2011-01-01,2011-12-31,191,4×50 MW Dayingjiang- 3 Hydropower Project Phases 1&2,Asia,China,Energy industries (renewable/non-renewable sources),ACM0002,868628,8373,12077-381291107-381299479-VCS-VCU-304-VER-CN-1-191-01012011-31122011-0,,True,2022-04-21,0x5216d8d7278f8978fdb0d66f4fe8f0c2f516b8d6,Other,TOUCAN-1.0-137-0xab6cc3473578a5fdd6c1df16be21f8bcccb52b0b970723c82a37d06a2d721a74-1167,,166905,2011,2021,118.0,,Retired,True,https://polygonscan.com/address/0x5216d8d7278f8978fdb0d66f4fe8f0c2f516b8d6,False,CHN,0.9972602739726028,False,HYDRO,HYDRO
2021-12-24,,VCU,2011-01-01,2011-12-31,2011-01-01,2011-12-31,191,4×50 MW Dayingjiang- 3 Hydropower Project Phases 1&2,Asia,China,Energy industries (renewable/non-renewable sources),ACM0002,868628,4232,12077-381299480-381303711-VCS-VCU-304-VER-CN-1-191-01012011-31122011-0,,True,2022-04-21,0x5216d8d7278f8978fdb0d66f4fe8f0c2f516b8d6,Other,TOUCAN-1.0-137-0x101e9e16ccee426a64b186ffdfb8366fe4d2e77f7b1f3aadc9c194c8ccb3c97a-1168,,166913,2011,2021,118.0,,Retired,True,https://polygonscan.com/address/0x5216d8d7278f8978fdb0d66f4fe8f0c2f516b8d6,False,CHN,0.9972602739726028,False,HYDRO,HYDRO
2021-12-24,,VCU,2011-01-01,2011-12-31,2011-01-01,2011-12-31,191,4×50 MW Dayingjiang- 3 Hydropower Project Phases 1&2,Asia,China,Energy industries (renewable/non-renewable sources),ACM0002,868628,6768,12077-381303712-381310479-VCS-VCU-304-VER-CN-1-191-01012011-31122011-0,,True,2022-04-21,0x5216d8d7278f8978fdb0d66f4fe8f0c2f516b8d6,Other,TOUCAN-1.0-137-0x9186617bd34c64dde365a8b57877957963fb77f3cdc329b270db62c0654f6640-1169,,166917,2011,2021,118.0,,Retired,True,https://polygonscan.com/address/0x5216d8d7278f8978fdb0d66f4fe8f0c2f516b8d6,False,CHN,0.9972602739726028,False,HYDRO,HYDRO
2021-12-24,,VCU,2009-01-01,2009-12-31,2009-01-01,2009-12-31,191,4×50 MW Dayingjiang- 3 Hydropower Project Phases 1&2,Asia,China,Energy industries (renewable/non-renewable sources),ACM0002,745096,69916,12078-382132822-382202737-VCS-VCU-304-VER-CN-1-191-01012009-31122009-0,,True,2022-01-08,0xC4652c97AE04a8cF6541c76cB96D9a7684eA1A8c,Other,TOUCAN-1.0-137-0x0bf1705b30e9f0c6b62ec5343a10706098ca4f6299e2f0817125283ee8d0353b-957,,156095,2009,2021,15.0,,Retired,True,https://polygonscan.com/address/0xC4652c97AE04a8cF6541c76cB96D9a7684eA1A8c,False,CHN,0.9972602739726028,False,HYDRO,HYDRO
2021-12-24,,VCU,2009-01-01,2009-12-31,2009-01-01,2009-12-31,191,4×50 MW Dayingjiang- 3 Hydropower Project Phases 1&2,Asia,China,Energy industries (renewable/non-renewable sources),ACM0002,745096,75180,12078-382802738-382877917-VCS-VCU-304-VER-CN-1-191-01012009-31122009-0,,True,2022-03-02,0x8fb0547f91a07cbf9e2df70034d63c5863a3602e,Other,TOUCAN-1.0-137-0x14b99b0ae1b0b8cf04521db670cce07acaed270ff2e25c455b6769051883df09-1101,,156134,2009,2021,68.0,,Retired,True,https://polygonscan.com/address/0x8fb0547f91a07cbf9e2df70034d63c5863a3602e,False,CHN,0.9972602739726028,False,HYDRO,HYDRO
2021-12-24,,VCU,2009-01-01,2009-12-31,2009-01-01,2009-12-31,191,4×50 MW Dayingjiang- 3 Hydropower Project Phases 1&2,Asia,China,Energy industries (renewable/non-renewable sources),ACM0002,745096,134100,12078-382402738-382536837-VCS-VCU-304-VER-CN-1-191-01012009-31122009-0,,True,2022-01-30,0x2845Ec77192Ad7BA2Faf67e63B49BE6c8D4f8b20,Other,TOUCAN-1.0-137-0xaa664d961e2fda812fa1153f7f0bc20e82a735621437db193795a2779b601c8d-1017,,157374,2009,2021,37.0,,Retired,True,https://polygonscan.com/address/0x2845Ec77192Ad7BA2Faf67e63B49BE6c8D4f8b20,False,CHN,0.9972602739726028,False,HYDRO,HYDRO
2021-12-24,,VCU,2009-01-01,2009-12-31,2009-01-01,2009-12-31,191,4×50 MW Dayingjiang- 3 Hydropower Project Phases 1&2,Asia,China,Energy industries (renewable/non-renewable sources),ACM0002,745096,33800,12078-382202738-382236537-VCS-VCU-304-VER-CN-1-191-01012009-31122009-0,,True,2022-01-09,0x4F8FcF15BC49FecbA384A75d91F3cb60d4E92894,Other,TOUCAN-1.0-137-0x8dd66b418b5d98024bb87a2395c89a86b99673013fc1f94b13cc0bf2dd107ff1-958,,157375,2009,2021,16.0,,Retired,True,https://polygonscan.com/address/0x4F8FcF15BC49FecbA384A75d91F3cb60d4E92894,False,CHN,0.9972602739726028,False,HYDRO,HYDRO
2021-12-24,,VCU,2009-01-01,2009-12-31,2009-01-01,2009-12-31,191,4×50 MW Dayingjiang- 3 Hydropower Project Phases 1&2,Asia,China,Energy industries (renewable/non-renewable sources),ACM0002,745096,37121,12078-382236538-382273658-VCS-VCU-304-VER-CN-1-191-01012009-31122009-0,,True,2022-01-14,0xC4652c97AE04a8cF6541c76cB96D9a7684eA1A8c,Other,TOUCAN-1.0-137-0xb028c848e77471c84779b905e554ed459b4f04b38ef2b1483e0eb8e71a0d36eb-978,,157376,2009,2021,21.0,,Retired,True,https://polygonscan.com/address/0xC4652c97AE04a8cF6541c76cB96D9a7684eA1A8c,False,CHN,0.9972602739726028,False,HYDRO,HYDRO
2021-12-24,,VCU,2009-01-01,2009-12-31,2009-01-01,2009-12-31,191,4×50 MW Dayingjiang- 3 Hydropower Project Phases 1&2,Asia,China,Energy industries (renewable/non-renewable sources),ACM0002,745096,5000,12078-382273659-382278658-VCS-VCU-304-VER-CN-1-191-01012009-31122009-0,,True,2022-01-25,0xC4652c97AE04a8cF6541c76cB96D9a7684eA1A8c,Other,TOUCAN-1.0-137-0x435e7bbf0ef3944251ade91232370ff464b099ed22984c7cb03235e1c7636a21-1000,,158066,2009,2021,32.0,,Retired,True,https://polygonscan.com/address/0xC4652c97AE04a8cF6541c76cB96D9a7684eA1A8c,False,CHN,0.9972602739726028,False,HYDRO,HYDRO
2021-12-24,,VCU,2009-01-01,2009-12-31,2009-01-01,2009-12-31,191,4×50 MW Dayingjiang- 3 Hydropower Project Phases 1&2,Asia,China,Energy industries (renewable/non-renewable sources),ACM0002,745096,62151,12078-382278659-382340809-VCS-VCU-304-VER-CN-1-191-01012009-31122009-0,,True,2022-01-29,0xC4652c97AE04a8cF6541c76cB96D9a7684eA1A8c,Other,TOUCAN-1.0-137-0xc2cc13b9bbb6ff4a69e3f49a51f3c365f5c2f0127bfce68fcd7d945712e6eca4-1009,,159121,2009,2021,36.0,,Retired,True,https://polygonscan.com/address/0xC4652c97AE04a8cF6541c76cB96D9a7684eA1A8c,False,CHN,0.9972602739726028,False,HYDRO,HYDRO
2021-12-24,,VCU,2009-01-01,2009-12-31,2009-01-01,2009-12-31,191,4×50 MW Dayingjiang- 3 Hydropower Project Phases 1&2,Asia,China,Energy industries (renewable/non-renewable sources),ACM0002,745096,61928,12078-382340810-382402737-VCS-VCU-304-VER-CN-1-191-01012009-31122009-0,,True,2022-01-29,0xC4652c97AE04a8cF6541c76cB96D9a7684eA1A8c,Other,TOUCAN-1.0-137-0xc81922ef683012e5072d148c014957d1d16bb703560f91695e29a52789a4b145-1010,,159850,2009,2021,36.0,,Retired,True,https://polygonscan.com/address/0xC4652c97AE04a8cF6541c76cB96D9a7684eA1A8c,False,CHN,0.9972602739726028,False,HYDRO,HYDRO
2021-12-24,,VCU,2009-01-01,2009-12-31,2009-01-01,2009-12-31,191,4×50 MW Dayingjiang- 3 Hydropower Project Phases 1&2,Asia,China,Energy industries (renewable/non-renewable sources),ACM0002,745096,265900,12078-382536838-382802737-VCS-VCU-304-VER-CN-1-191-01012009-31122009-0,,True,2022-01-30,0x2845Ec77192Ad7BA2Faf67e63B49BE6c8D4f8b20,Other,TOUCAN-1.0-137-0xa9ca9dbd1723b28102359852831514c8275089f3effe5300e8e3e4f55a8c5c9d-1018,,159916,2009,2021,37.0,,Retired,True,https://polygonscan.com/address/0x2845Ec77192Ad7BA2Faf67e63B49BE6c8D4f8b20,False,CHN,0.9972602739726028,False,HYDRO,HYDRO
2021-12-24,,VCU,2010-01-01,2010-12-31,2010-01-01,2010-12-31,191,4×50 MW Dayingjiang- 3 Hydropower Project Phases 1&2,Asia,China,Energy industries (renewable/non-renewable sources),ACM0002,817655,26121,12080-383180447-383206567-VCS-VCU-304-VER-CN-1-191-01012010-31122010-0,,True,2022-02-01,0xC4652c97AE04a8cF6541c76cB96D9a7684eA1A8c,Other,TOUCAN-1.0-137-0x4dbacf55d0c9409c9b42537718ebf92ef50712a3d24a4c546d639e26b0ccec5b-1027,,156097,2010,2021,39.0,,Retired,True,https://polygonscan.com/address/0xC4652c97AE04a8cF6541c76cB96D9a7684eA1A8c,False,CHN,0.9972602739726028,False,HYDRO,HYDRO
2021-12-24,,VCU,2010-01-01,2010-12-31,2010-01-01,2010-12-31,191,4×50 MW Dayingjiang- 3 Hydropower Project Phases 1&2,Asia,China,Energy industries (renewable/non-renewable sources),ACM0002,817655,27151,12080-383206568-383233718-VCS-VCU-304-VER-CN-1-191-01012010-31122010-0,,True,2022-02-01,0xC4652c97AE04a8cF6541c76cB96D9a7684eA1A8c,Other,TOUCAN-1.0-137-0xa389da69f1df93dc301536a477fcbd388a1164478aa3108c016ef2b424baa2be-1029,,160119,2010,2021,39.0,,Retired,True,https://polygonscan.com/address/0xC4652c97AE04a8cF6541c76cB96D9a7684eA1A8c,False,CHN,0.9972602739726028,False,HYDRO,HYDRO
2021-12-24,,VCU,2010-01-01,2010-12-31,2010-01-01,2010-12-31,191,4×50 MW Dayingjiang- 3 Hydropower Project Phases 1&2,Asia,China,Energy industries (renewable/non-renewable sources),ACM0002,817655,8888,12080-383233719-383242606-VCS-VCU-304-VER-CN-1-191-01012010-31122010-0,,True,2022-02-02,0xc4652c97ae04a8cf6541c76cb96d9a7684ea1a8c,Other,TOUCAN-1.0-137-0xa66cee61757e92e4f3128015b791339efd69f9723bccb2f3ed8142b75c4cd7c8-1028,,160121,2010,2021,40.0,,Retired,True,https://polygonscan.com/address/0xc4652c97ae04a8cf6541c76cb96d9a7684ea1a8c,False,CHN,0.9972602739726028,False,HYDRO,HYDRO
2021-12-24,,VCU,2010-01-01,2010-12-31,2010-01-01,2010-12-31,191,4×50 MW Dayingjiang- 3 Hydropower Project Phases 1&2,Asia,China,Energy industries (renewable/non-renewable sources),ACM0002,817655,41251,12080-383313719-383354969-VCS-VCU-304-VER-CN-1-191-01012010-31122010-0,,True,2022-02-05,0xC4652c97AE04a8cF6541c76cB96D9a7684eA1A8c,Other,TOUCAN-1.0-137-0x35a194820f6436aebf721fcaa91551c033c28f9d2992758b9406394d73912def-1038,,160152,2010,2021,43.0,,Retired,True,https://polygonscan.com/address/0xC4652c97AE04a8cF6541c76cB96D9a7684eA1A8c,False,CHN,0.9972602739726028,False,HYDRO,HYDRO
2021-12-24,,VCU,2010-01-01,2010-12-31,2010-01-01,2010-12-31,191,4×50 MW Dayingjiang- 3 Hydropower Project Phases 1&2,Asia,China,Energy industries (renewable/non-renewable sources),ACM0002,817655,32168,12080-383242607-383274774-VCS-VCU-304-VER-CN-1-191-01012010-31122010-0,,True,2022-02-02,0xC4652c97AE04a8cF6541c76cB96D9a7684eA1A8c,Other,TOUCAN-1.0-137-0x285e99b43ac44acb7506d508aef5c02424b4318c5ab9b6cae547d10416943ef9-1033,,160156,2010,2021,40.0,,Retired,True,https://polygonscan.com/address/0xC4652c97AE04a8cF6541c76cB96D9a7684eA1A8c,False,CHN,0.9972602739726028,False,HYDRO,HYDRO
2021-12-24,,VCU,2010-01-01,2010-12-31,2010-01-01,2010-12-31,191,4×50 MW Dayingjiang- 3 Hydropower Project Phases 1&2,Asia,China,Energy industries (renewable/non-renewable sources),ACM0002,817655,38944,12080-383274775-383313718-VCS-VCU-304-VER-CN-1-191-01012010-31122010-0,,True,2022-02-03,0xC4652c97AE04a8cF6541c76cB96D9a7684eA1A8c,Other,TOUCAN-1.0-137-0xa246b9654192dbac935a4290ab02633d8009918cf1feff7036b6b13d1fe3fcd2-1035,,160160,2010,2021,41.0,,Retired,True,https://polygonscan.com/address/0xC4652c97AE04a8cF6541c76cB96D9a7684eA1A8c,False,CHN,0.9972602739726028,False,HYDRO,HYDRO
2021-12-24,,VCU,2010-01-01,2010-12-31,2010-01-01,2010-12-31,191,4×50 MW Dayingjiang- 3 Hydropower Project Phases 1&2,Asia,China,Energy industries (renewable/non-renewable sources),ACM0002,817655,2352,12080-383513719-383516070-VCS-VCU-304-VER-CN-1-191-01012010-31122010-0,,True,2022-02-07,0x2845ec77192ad7ba2faf67e63b49be6c8d4f8b20,Other,TOUCAN-1.0-137-0xdb5b5d29380c2a9e15db57d8222c63482f4a80644a3b81bada216c855a111f1f-1048,,160514,2010,2021,45.0,,Retired,True,https://polygonscan.com/address/0x2845ec77192ad7ba2faf67e63b49be6c8d4f8b20,False,CHN,0.9972602739726028,False,HYDRO,HYDRO
2021-12-24,,VCU,2010-01-01,2010-12-31,2010-01-01,2010-12-31,191,4×50 MW Dayingjiang- 3 Hydropower Project Phases 1&2,Asia,China,Energy industries (renewable/non-renewable sources),ACM0002,817655,58749,12080-383354970-383413718-VCS-VCU-304-VER-CN-1-191-01012010-31122010-0,,True,2022-02-05,0xC4652c97AE04a8cF6541c76cB96D9a7684eA1A8c,Other,TOUCAN-1.0-137-0x923e95b5d8876235cb2296c3d0390c64f5e665874204109335561915271738fa-1039,,160515,2010,2021,43.0,,Retired,True,https://polygonscan.com/address/0xC4652c97AE04a8cF6541c76cB96D9a7684eA1A8c,False,CHN,0.9972602739726028,False,HYDRO,HYDRO
2021-12-24,,VCU,2010-01-01,2010-12-31,2010-01-01,2010-12-31,191,4×50 MW Dayingjiang- 3 Hydropower Project Phases 1&2,Asia,China,Energy industries (renewable/non-renewable sources),ACM0002,817655,61251,12080-383413719-383474969-VCS-VCU-304-VER-CN-1-191-01012010-31122010-0,,True,2022-02-05,0xC4652c97AE04a8cF6541c76cB96D9a7684eA1A8c,Other,TOUCAN-1.0-137-0x7b12411aaf153a51c05a755e91132265c49fe9ee662d024993c64d9e07726eea-1041,,160516,2010,2021,43.0,,Retired,True,https://polygonscan.com/address/0xC4652c97AE04a8cF6541c76cB96D9a7684eA1A8c,False,CHN,0.9972602739726028,False,HYDRO,HYDRO
2021-12-24,,VCU,2010-01-01,2010-12-31,2010-01-01,2010-12-31,191,4×50 MW Dayingjiang- 3 Hydropower Project Phases 1&2,Asia,China,Energy industries (renewable/non-renewable sources),ACM0002,817655,38749,12080-383474970-383513718-VCS-VCU-304-VER-CN-1-191-01012010-31122010-0,,True,2022-02-06,0xC4652c97AE04a8cF6541c76cB96D9a7684eA1A8c,Other,TOUCAN-1.0-137-0x72ed4fe7bcec5b372ba35f64a209d535b75d468544b6b91a5c5cc69dd8d2e1e9-1045,,160525,2010,2021,44.0,,Retired,True,https://polygonscan.com/address/0xC4652c97AE04a8cF6541c76cB96D9a7684eA1A8c,False,CHN,0.9972602739726028,False,HYDRO,HYDRO
2021-12-24,,VCU,2010-01-01,2010-12-31,2010-01-01,2010-12-31,191,4×50 MW Dayingjiang- 3 Hydropower Project Phases 1&2,Asia,China,Energy industries (renewable/non-renewable sources),ACM0002,817655,2000,12080-383516071-383518070-VCS-VCU-304-VER-CN-1-191-01012010-31122010-0,,True,2022-02-09,0xC4652c97AE04a8cF6541c76cB96D9a7684eA1A8c,Other,TOUCAN-1.0-137-0x87897ad88d08cc1bdde1dc9e701463ada2f20cc32f82f44c227cf8ce7b38b235-1053,,160604,2010,2021,47.0,,Retired,True,https://polygonscan.com/address/0xC4652c97AE04a8cF6541c76cB96D9a7684eA1A8c,False,CHN,0.9972602739726028,False,HYDRO,HYDRO
